problem,M,n,seed,group,HV,IGD+,runtime
dtlz1,2,10,52,baseline,0.7046255801844593,0.3549790551482781,97.67546796798706
dtlz1,2,10,51,dynamic,1.0828396209039701,0.0020215303012824986,98.55211901664734
dtlz1,2,10,52,smac3,1.0835324388035321,0.0009749683832536833,97.55557179450989
dtlz1,2,10,52,dynamic,1.083688642399907,0.0007524867097850263,98.15839743614197
dtlz1,2,10,53,baseline,1.0768080347899267,0.010263039849139432,98.13902115821838
dtlz1,2,10,53,smac3,1.083915284494842,0.0002497000359262438,98.01344656944275
dtlz1,2,10,54,baseline,1.0807487703755911,0.004948555130026567,98.50981998443604
dtlz1,2,10,54,smac3,1.0840382361455096,0.0001088800202905578,98.6423909664154
dtlz1,2,10,53,dynamic,1.0838173499166694,0.0005017577839979083,99.66492176055908
dtlz1,2,10,55,baseline,1.0834743806759306,0.0009890268838909032,98.02112197875977
dtlz1,2,10,54,dynamic,1.0833435838808998,0.0013071890355981213,99.13552498817444
dtlz1,2,10,55,smac3,1.0839193284846984,0.00036224308698415875,98.68342447280884
dtlz1,2,10,55,dynamic,1.082116622574772,0.0020995364453009206,99.63535380363464
dtlz1,2,10,56,baseline,1.082115746661367,0.003232271385244757,94.0468020439148
dtlz1,2,10,56,smac3,1.0840921894478306,0.00010828293473365054,95.38371396064758
dtlz1,2,10,57,baseline,1.0841502194328063,1.1526984133122994e-05,95.03908920288086
dtlz1,2,10,57,smac3,1.0840921866443731,0.00013948245059375837,94.71025371551514
dtlz1,2,10,56,dynamic,1.0834571651628366,0.0011109855273238403,96.42958188056946
dtlz1,2,10,57,dynamic,1.0837440199325081,0.0004992779639452592,96.10168194770813
dtlz1,2,10,58,baseline,1.0818391231033369,0.003563169394717808,95.70987367630005
dtlz1,2,10,59,baseline,1.0821730725476746,0.003146290582888375,95.5740578174591
dtlz1,2,10,58,smac3,1.0841285514322525,3.4969714694172127e-05,96.50827121734619
dtlz1,2,10,59,smac3,0.7063066392257764,0.35379867202471504,96.44256472587585
dtlz1,2,10,60,baseline,1.0812241119268675,0.0036707675985687685,96.07945775985718
dtlz1,2,10,58,dynamic,1.083924456114206,0.00034092479215147326,97.2581262588501
dtlz1,2,10,59,dynamic,1.078202535328902,0.008398827226386735,97.21915531158447
dtlz1,2,10,60,smac3,0.7058845176993519,0.35409542586614956,96.37021136283875
dtlz1,2,10,60,dynamic,1.0799016639672767,0.0037077417601783388,94.2149019241333
dtlz1,2,10,61,smac3,1.0770925156689712,0.0014243613783082865,93.84911298751831
dtlz1,2,10,61,baseline,1.0828298174475517,0.00210328269532503,94.35446333885193
dtlz1,2,10,62,baseline,0.7015721854903371,0.35711696035554846,93.81098771095276
dtlz1,2,10,61,dynamic,1.0841529004048658,1.121118315576331e-05,94.63130593299866
dtlz1,2,10,62,smac3,0.7052735609638922,0.3545246453421871,93.71243643760681
dtlz1,2,10,62,dynamic,1.0831935507298107,0.001562828739531726,95.99219608306885
dtlz1,2,10,63,baseline,0.7065914912076122,0.35360047656923416,94.7138020992279
dtlz1,2,10,63,smac3,1.0824296357137975,0.0027802094451117036,95.41120982170105
dtlz1,2,10,64,smac3,0.7068889871613563,0.3533910984111087,94.88679003715515
dtlz1,2,10,64,baseline,1.0814470620467174,0.0013409605391447132,95.8679723739624
dtlz1,2,10,63,dynamic,1.0805308055991243,0.004114269411709771,96.71479654312134
dtlz1,2,10,65,baseline,1.0695491812512339,0.0019734962528645426,95.62219214439392
dtlz1,2,10,64,dynamic,0.7065696268795465,0.35361534569129166,97.02088046073914
dtlz1,2,10,65,smac3,1.0773303393646327,0.006867572472801702,97.55290150642395
dtlz1,2,10,66,smac3,0.7068946930548435,0.35338655692864485,97.86142158508301
dtlz1,2,10,65,dynamic,1.083956282139178,0.00032536719917222105,98.87776017189026
dtlz1,2,10,66,baseline,1.0830286981868684,0.0018061846069109256,98.93848371505737
dtlz1,2,10,66,dynamic,1.0838109519246157,0.0005590819015225619,98.52733278274536
dtlz1,2,10,67,baseline,1.0829165449909737,0.001996570343763743,98.45789194107056
